

--------------------------------------------------------------------------------
Port          Native  Status        Port
              Vlan                  Channel
--------------------------------------------------------------------------------
Eth107/1/20   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth107/1/21   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth107/1/22   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth107/1/23   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth107/1/24   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth107/1/31   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/34   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/37   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/38   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/39   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/40   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/41   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/46   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/47   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/48   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
